survey_id,employee_id,survey_date,satisfaction_score,work_life_balance_score,manager_effectiveness_score
S10512_1,E10512,2025-10-18,10,9,9
S10513_1,E10513,2025-08-03,6,7,6
S10513_2,E10513,2025-08-24,7,7,10
S10514_1,E10514,2025-11-24,7,8,7
S10514_2,E10514,2025-12-25,8,6,7
S10514_3,E10514,2025-12-27,9,6,6
S10515_1,E10515,2025-07-16,7,7,5
S10515_2,E10515,2025-07-30,5,6,6
S10515_3,E10515,2025-08-12,6,6,6
S10516_1,E10516,2025-11-18,7,8,7
S10517_1,E10517,2025-07-22,8,10,10
S10517_2,E10517,2025-12-14,8,9,9
S10517_3,E10517,2025-12-17,9,8,9
S10518_1,E10518,2025-11-17,9,8,9
S10519_1,E10519,2025-08-27,7,8,8
S10520_1,E10520,2025-08-27,9,10,6
S10520_2,E10520,2025-09-05,7,8,8
S10521_1,E10521,2025-10-30,10,10,7
S10522_1,E10522,2025-07-03,7,8,9
S10522_2,E10522,2025-11-27,5,9,8
S10523_1,E10523,2025-07-04,7,8,8
S10523_2,E10523,2025-09-29,6,8,8
S10524_1,E10524,2025-09-18,8,7,7
S10524_2,E10524,2025-10-08,7,7,9
S10525_1,E10525,2025-07-29,9,8,7
S10526_1,E10526,2025-11-19,8,8,8
S10527_1,E10527,2025-07-15,6,7,5
S10528_1,E10528,2025-11-30,8,10,8
S10529_1,E10529,2025-08-31,7,10,10
S10529_2,E10529,2025-11-06,9,8,10
S10530_1,E10530,2025-11-12,7,7,8
S10531_1,E10531,2025-08-11,6,4,6
S10531_2,E10531,2025-11-11,5,4,4
S10532_1,E10532,2025-08-12,8,6,7
S10532_2,E10532,2025-09-22,9,8,9
S10532_3,E10532,2025-11-18,8,7,8
S10533_1,E10533,2025-09-05,4,6,4
S10533_2,E10533,2025-12-27,7,8,7
S10534_1,E10534,2025-07-19,3,6,4
S10534_2,E10534,2025-10-03,3,2,3
S10534_3,E10534,2025-11-08,5,5,5
S10535_1,E10535,2025-07-07,10,8,6
S10535_2,E10535,2025-09-05,9,8,9
S10535_3,E10535,2025-12-31,10,10,8
S10536_1,E10536,2025-09-16,8,5,4
S10537_1,E10537,2025-09-09,10,6,7
S10538_1,E10538,2025-07-05,6,5,5
S10538_2,E10538,2025-07-30,7,6,5
S10538_3,E10538,2025-09-03,5,8,7
S10539_1,E10539,2025-08-24,7,10,8
S10539_2,E10539,2025-09-30,7,9,10
S10540_1,E10540,2025-09-19,10,10,7
S10541_1,E10541,2025-08-31,10,10,10
S10542_1,E10542,2025-09-21,6,7,4
S10543_1,E10543,2025-07-09,10,9,9
S10544_1,E10544,2025-07-18,6,5,5
S10544_2,E10544,2025-11-05,5,7,4
S10545_1,E10545,2025-11-20,9,8,8
S10546_1,E10546,2025-08-22,6,7,8
S10546_2,E10546,2025-10-03,9,7,8
S10546_3,E10546,2025-11-15,5,10,7
S10547_1,E10547,2025-07-08,8,9,10
S10548_1,E10548,2025-08-06,6,6,5
S10548_2,E10548,2025-08-10,7,4,7
S10549_1,E10549,2025-10-23,8,8,9
S10549_2,E10549,2025-11-03,8,8,9
S10550_1,E10550,2025-12-05,10,6,7
S10551_1,E10551,2025-09-04,3,6,2
S10551_2,E10551,2025-10-24,4,7,2
S10552_1,E10552,2025-09-30,5,6,5
S10553_1,E10553,2025-07-31,10,9,5
S10553_2,E10553,2025-08-07,10,9,7
S10553_3,E10553,2025-10-22,9,7,7
S10554_1,E10554,2025-08-18,9,10,10
S10554_2,E10554,2025-09-09,9,7,10
S10555_1,E10555,2025-07-12,8,6,9
S10556_1,E10556,2025-10-14,5,7,6
S10556_2,E10556,2025-12-22,7,7,8
S10557_1,E10557,2025-09-22,5,8,7
S10558_1,E10558,2025-07-14,7,9,8
S10558_2,E10558,2025-09-01,9,8,6
S10558_3,E10558,2025-09-28,8,7,9
S10559_1,E10559,2025-10-03,8,6,6
S10560_1,E10560,2025-07-29,6,7,5
S10561_1,E10561,2025-10-17,8,10,10
S10562_1,E10562,2025-12-12,10,10,10
S10562_2,E10562,2025-12-18,8,8,10
S10563_1,E10563,2025-09-09,5,6,4
S10563_2,E10563,2025-09-30,5,8,5
S10563_3,E10563,2025-11-12,6,4,5
S10564_1,E10564,2025-08-16,7,6,8
S10564_2,E10564,2025-08-20,7,7,9
S10564_3,E10564,2025-09-16,6,7,6
S10565_1,E10565,2025-07-18,9,10,6
S10566_1,E10566,2025-10-01,10,9,10
S10566_2,E10566,2025-10-12,10,9,10
S10567_1,E10567,2025-08-19,9,8,9
S10568_1,E10568,2025-07-08,8,7,9
S10569_1,E10569,2025-08-09,5,6,5
S10569_2,E10569,2025-08-16,5,7,4
S10570_1,E10570,2025-07-20,6,7,9
S10570_2,E10570,2025-08-15,9,7,10
S10571_1,E10571,2025-09-01,7,7,6
S10571_2,E10571,2025-10-19,7,6,5
S10571_3,E10571,2025-12-06,6,5,8
S10572_1,E10572,2025-07-16,5,5,8
S10573_1,E10573,2025-11-24,10,10,10
S10574_1,E10574,2025-10-04,5,8,9
S10575_1,E10575,2025-09-15,7,7,10
S10576_1,E10576,2025-07-18,5,7,8
S10576_2,E10576,2025-09-20,7,4,6
S10577_1,E10577,2025-08-07,7,6,3
S10577_2,E10577,2025-10-18,6,5,3
S10578_1,E10578,2025-07-10,5,6,4
S10578_2,E10578,2025-07-18,5,3,6
S10578_3,E10578,2025-12-02,6,5,4
S10579_1,E10579,2025-08-15,8,8,6
S10579_2,E10579,2025-10-11,8,8,7
S10579_3,E10579,2025-11-25,6,7,8
S10580_1,E10580,2025-12-06,4,5,7
S10581_1,E10581,2025-11-15,6,10,8
S10581_2,E10581,2025-11-26,10,8,8
S10582_1,E10582,2025-09-28,6,8,6
S10582_2,E10582,2025-11-14,7,9,6
S10582_3,E10582,2025-12-25,4,7,8
S10583_1,E10583,2025-08-04,7,9,10
S10584_1,E10584,2025-09-09,7,10,7
S10584_2,E10584,2025-12-26,8,6,9
S10585_1,E10585,2025-09-19,5,9,6
S10585_2,E10585,2025-11-13,7,8,4
S10585_3,E10585,2025-11-20,7,5,7
S10586_1,E10586,2025-08-04,8,4,7
S10586_2,E10586,2025-10-01,5,6,4
S10587_1,E10587,2025-12-28,4,4,4
S10588_1,E10588,2025-09-10,5,5,6
S10589_1,E10589,2025-07-07,7,4,5
S10589_2,E10589,2025-07-15,5,7,7
S10590_1,E10590,2025-08-29,6,8,8
S10590_2,E10590,2025-11-28,8,8,6
S10591_1,E10591,2025-07-29,10,8,9
S10591_2,E10591,2025-11-02,10,9,10
S10592_1,E10592,2025-11-02,7,7,8
S10592_2,E10592,2025-11-20,8,5,6
S10593_1,E10593,2025-11-18,9,8,8
S10593_2,E10593,2025-12-22,9,10,8
S10594_1,E10594,2025-08-03,7,10,10
S10594_2,E10594,2025-11-18,10,9,9
S10595_1,E10595,2025-07-13,7,7,8
S10595_2,E10595,2025-09-23,9,8,8
S10595_3,E10595,2025-12-13,7,7,8
S10596_1,E10596,2025-12-16,10,10,9
S10597_1,E10597,2025-07-06,7,9,5
S10597_2,E10597,2025-08-02,5,6,6
S10597_3,E10597,2025-08-29,6,6,7
S10598_1,E10598,2025-09-15,4,7,8
S10599_1,E10599,2025-08-03,10,9,10
S10599_2,E10599,2025-10-03,8,9,10
S10600_1,E10600,2025-10-01,7,6,5
S10601_1,E10601,2025-09-15,5,5,6
S10601_2,E10601,2025-12-24,6,5,7
S10602_1,E10602,2025-08-07,7,8,7
S10602_2,E10602,2025-10-16,7,5,8
S10603_1,E10603,2025-09-29,4,6,5
S10603_2,E10603,2025-12-25,5,6,5
S10604_1,E10604,2025-07-03,7,4,6
S10605_1,E10605,2025-10-16,8,7,6
S10605_2,E10605,2025-11-08,7,7,7
S10606_1,E10606,2025-07-05,7,7,8
S10607_1,E10607,2025-07-20,7,7,9
S10607_2,E10607,2025-10-10,7,10,8
S10608_1,E10608,2025-09-19,5,7,7
S10608_2,E10608,2025-10-19,6,5,4
S10609_1,E10609,2025-09-15,6,6,5
S10610_1,E10610,2025-08-18,8,5,5
S10610_2,E10610,2025-10-11,8,7,4
S10610_3,E10610,2025-11-21,7,4,8
S10611_1,E10611,2025-12-22,5,9,5
S10611_2,E10611,2025-12-29,6,6,6
S10612_1,E10612,2025-07-26,7,5,6
S10612_2,E10612,2025-07-30,5,8,8
S10613_1,E10613,2025-08-15,10,10,10
S10613_2,E10613,2025-11-09,10,8,10
S10614_1,E10614,2025-12-22,8,5,9
S10615_1,E10615,2025-09-12,4,8,8
S10615_2,E10615,2025-11-21,8,6,4
S10616_1,E10616,2025-07-09,8,10,7
S10617_1,E10617,2025-07-21,6,9,7
S10617_2,E10617,2025-08-27,8,7,9
S10618_1,E10618,2025-07-10,6,7,6
S10618_2,E10618,2025-11-29,7,8,8
S10619_1,E10619,2025-07-01,5,9,8
S10619_2,E10619,2025-08-20,6,9,9
S10619_3,E10619,2025-12-06,6,9,7
S10620_1,E10620,2025-07-16,8,5,6
S10620_2,E10620,2025-10-21,7,5,5
S10620_3,E10620,2025-12-05,6,8,6
S10621_1,E10621,2025-07-21,6,6,9
S10621_2,E10621,2025-10-09,7,8,7
S10622_1,E10622,2025-10-26,10,8,10
S10623_1,E10623,2025-08-21,6,7,5
S10623_2,E10623,2025-11-28,7,5,4
S10624_1,E10624,2025-08-05,8,9,10
S10624_2,E10624,2025-12-30,5,7,6
S10625_1,E10625,2025-10-09,7,8,7
S10625_2,E10625,2025-10-24,7,9,8
S10625_3,E10625,2025-12-28,8,7,7
S10626_1,E10626,2025-08-04,7,5,6
S10626_2,E10626,2025-09-10,6,7,8
S10627_1,E10627,2025-12-02,5,7,10
S10627_2,E10627,2025-12-22,6,6,7
S10628_1,E10628,2025-10-24,6,6,6
S10628_2,E10628,2025-12-11,6,6,5
S10629_1,E10629,2025-08-25,9,7,9
S10629_2,E10629,2025-09-28,7,6,6
S10630_1,E10630,2025-07-28,5,8,4
S10630_2,E10630,2025-10-17,5,6,6
S10631_1,E10631,2025-09-03,6,7,7
S10632_1,E10632,2025-09-15,4,6,3
S10632_2,E10632,2025-12-18,3,5,4
S10633_1,E10633,2025-09-28,8,6,10
S10634_1,E10634,2025-08-15,7,8,6
S10634_2,E10634,2025-10-09,8,8,7
S10635_1,E10635,2025-07-30,6,5,3
S10635_2,E10635,2025-08-27,5,6,6
S10635_3,E10635,2025-10-30,6,6,5
S10636_1,E10636,2025-08-09,8,7,9
S10636_2,E10636,2025-08-28,8,10,10
S10636_3,E10636,2025-11-12,9,10,7
S10637_1,E10637,2025-07-06,4,6,6
S10637_2,E10637,2025-08-17,7,6,6
S10637_3,E10637,2025-09-09,6,5,6
S10638_1,E10638,2025-09-06,8,7,9
S10638_2,E10638,2025-12-22,7,5,7
S10639_1,E10639,2025-09-08,7,3,4
S10640_1,E10640,2025-08-24,4,5,5
S10640_2,E10640,2025-12-22,7,5,5
S10641_1,E10641,2025-08-13,8,8,6
S10641_2,E10641,2025-11-08,8,9,8
S10641_3,E10641,2025-12-18,7,7,6
S10642_1,E10642,2025-12-16,9,9,8
S10642_2,E10642,2025-12-22,7,5,8
S10643_1,E10643,2025-09-30,8,8,7
S10643_2,E10643,2025-12-02,9,8,9
S10644_1,E10644,2025-07-23,7,8,9
S10644_2,E10644,2025-08-11,8,7,8
S10645_1,E10645,2025-08-10,6,5,8
S10645_2,E10645,2025-11-11,5,6,5
S10645_3,E10645,2025-12-07,7,5,4
S10646_1,E10646,2025-09-13,5,9,8
S10647_1,E10647,2025-07-08,9,9,9
S10647_2,E10647,2025-10-08,10,10,10
S10648_1,E10648,2025-07-14,9,9,10
S10648_2,E10648,2025-08-18,8,10,9
S10649_1,E10649,2025-08-16,6,9,9
S10650_1,E10650,2025-07-07,9,7,9
S10650_2,E10650,2025-09-06,10,9,7
S10650_3,E10650,2025-10-21,8,10,7
S10651_1,E10651,2025-07-30,6,9,9
S10651_2,E10651,2025-09-18,6,8,8
S10651_3,E10651,2025-10-13,8,7,5
S10652_1,E10652,2025-11-02,4,2,4
S10652_2,E10652,2025-11-14,4,6,7
S10653_1,E10653,2025-08-14,5,6,8
S10654_1,E10654,2025-10-01,7,10,9
S10654_2,E10654,2025-12-09,9,9,10
S10655_1,E10655,2025-08-21,6,8,8
S10655_2,E10655,2025-09-20,7,5,7
S10655_3,E10655,2025-11-02,5,6,5
S10656_1,E10656,2025-09-27,5,5,8
S10657_1,E10657,2025-07-15,7,3,9
S10657_2,E10657,2025-12-23,7,10,6
S10658_1,E10658,2025-10-31,6,3,6
S10658_2,E10658,2025-12-19,8,7,7
S10659_1,E10659,2025-07-13,9,7,10
S10659_2,E10659,2025-12-23,8,6,6
S10660_1,E10660,2025-07-02,7,8,7
S10660_2,E10660,2025-10-24,8,6,6
S10661_1,E10661,2025-08-07,9,10,5
S10662_1,E10662,2025-10-18,4,7,9
S10662_2,E10662,2025-10-29,7,6,6
S10663_1,E10663,2025-08-02,6,7,6
S10664_1,E10664,2025-07-30,7,7,5
S10665_1,E10665,2025-09-03,7,7,7
S10666_1,E10666,2025-08-13,7,5,7
S10666_2,E10666,2025-11-27,8,4,5
S10666_3,E10666,2025-12-16,5,8,6
S10667_1,E10667,2025-08-13,9,9,7
S10667_2,E10667,2025-11-23,5,10,8
S10668_1,E10668,2025-08-04,9,8,8
S10668_2,E10668,2025-11-23,9,8,7
S10669_1,E10669,2025-07-08,8,7,10
S10669_2,E10669,2025-12-13,7,8,6
S10670_1,E10670,2025-12-02,7,7,10
S10670_2,E10670,2025-12-09,9,8,7
S10671_1,E10671,2025-10-20,4,6,5
S10672_1,E10672,2025-10-28,5,5,4
S10672_2,E10672,2025-11-18,4,7,5
S10672_3,E10672,2025-12-01,6,6,4
S10673_1,E10673,2025-10-23,4,6,7
S10673_2,E10673,2025-12-17,7,7,7
S10674_1,E10674,2025-07-25,6,8,7
S10674_2,E10674,2025-07-27,6,8,6
S10674_3,E10674,2025-11-25,6,7,6
S10675_1,E10675,2025-07-18,8,7,7
S10675_2,E10675,2025-10-24,8,10,10
S10676_1,E10676,2025-10-29,6,4,5
S10676_2,E10676,2025-12-08,6,6,6
S10677_1,E10677,2025-08-08,5,1,6
S10677_2,E10677,2025-10-20,5,2,3
S10677_3,E10677,2025-11-12,4,3,2
S10678_1,E10678,2025-07-16,5,5,6
S10678_2,E10678,2025-10-19,7,6,7
S10679_1,E10679,2025-08-05,8,8,7
S10679_2,E10679,2025-10-31,7,9,6
S10680_1,E10680,2025-07-29,9,8,8
S10680_2,E10680,2025-11-30,6,7,6
S10681_1,E10681,2025-08-09,7,4,6
S10681_2,E10681,2025-11-21,6,4,3
S10682_1,E10682,2025-09-26,10,10,10
S10683_1,E10683,2025-08-18,6,7,8
S10684_1,E10684,2025-09-27,9,8,9
S10684_2,E10684,2025-10-27,10,10,10
S10685_1,E10685,2025-10-23,2,3,6
S10686_1,E10686,2025-08-22,10,8,10
S10686_2,E10686,2025-10-13,10,10,8
S10686_3,E10686,2025-12-01,9,9,10
S10687_1,E10687,2025-10-16,6,3,7
S10687_2,E10687,2025-11-04,10,5,5
S10688_1,E10688,2025-09-01,4,5,5
S10688_2,E10688,2025-09-08,6,6,5
S10688_3,E10688,2025-12-12,5,6,5
S10689_1,E10689,2025-10-13,6,6,6
S10690_1,E10690,2025-09-13,9,8,7
S10690_2,E10690,2025-12-29,6,6,8
S10691_1,E10691,2025-08-27,10,7,8
S10691_2,E10691,2025-10-17,9,9,9
S10692_1,E10692,2025-09-12,9,6,5
S10692_2,E10692,2025-09-20,8,7,7
S10692_3,E10692,2025-09-28,8,9,8
S10693_1,E10693,2025-10-20,6,7,5
S10693_2,E10693,2025-11-08,5,5,5
S10694_1,E10694,2025-08-18,5,6,7
S10694_2,E10694,2025-10-13,7,5,6
S10695_1,E10695,2025-10-23,7,10,8
S10696_1,E10696,2025-08-06,8,10,10
S10696_2,E10696,2025-09-30,9,9,9
S10697_1,E10697,2025-07-24,7,6,7
S10697_2,E10697,2025-08-17,5,6,6
S10697_3,E10697,2025-12-25,7,6,7
S10698_1,E10698,2025-07-17,10,7,5
S10698_2,E10698,2025-10-13,6,5,9
S10699_1,E10699,2025-08-02,6,7,9
S10699_2,E10699,2025-12-17,8,9,9
S10700_1,E10700,2025-10-08,9,8,8
S10700_2,E10700,2025-11-26,6,8,7
S10701_1,E10701,2025-12-21,5,5,2
S10702_1,E10702,2025-07-02,10,9,10
S10702_2,E10702,2025-11-18,10,10,9
S10703_1,E10703,2025-08-04,8,5,9
S10703_2,E10703,2025-11-08,6,7,8
S10704_1,E10704,2025-08-09,7,6,7
S10704_2,E10704,2025-11-24,9,6,6
S10705_1,E10705,2025-08-21,7,7,7
S10705_2,E10705,2025-10-31,7,7,5
S10705_3,E10705,2025-11-25,8,8,7
S10706_1,E10706,2025-08-16,5,5,5
S10706_2,E10706,2025-09-27,5,5,4
S10707_1,E10707,2025-09-22,7,7,8
S10707_2,E10707,2025-12-02,4,5,7
S10708_1,E10708,2025-10-20,8,8,8
S10709_1,E10709,2025-10-22,6,9,5
S10709_2,E10709,2025-10-23,6,4,5
S10709_3,E10709,2025-12-30,7,6,7
S10710_1,E10710,2025-09-10,8,5,7
S10710_2,E10710,2025-12-31,6,9,9
S10711_1,E10711,2025-08-25,7,8,9
S10711_2,E10711,2025-12-15,6,7,6
S10712_1,E10712,2025-10-13,10,8,9
S10713_1,E10713,2025-08-08,6,6,7
S10713_2,E10713,2025-10-11,4,6,6
S10714_1,E10714,2025-08-28,7,7,6
S10714_2,E10714,2025-10-17,8,7,6
S10714_3,E10714,2025-11-14,6,6,7
S10715_1,E10715,2025-11-11,6,7,6
S10716_1,E10716,2025-09-05,5,7,7
S10716_2,E10716,2025-11-08,4,7,6
S10716_3,E10716,2025-12-13,8,7,7
S10717_1,E10717,2025-08-04,10,10,8
S10718_1,E10718,2025-07-05,9,5,6
S10718_2,E10718,2025-08-24,7,6,5
S10718_3,E10718,2025-09-19,6,5,6
S10719_1,E10719,2025-07-06,7,5,7
S10720_1,E10720,2025-08-21,7,5,7
S10721_1,E10721,2025-10-18,9,8,10
S10721_2,E10721,2025-11-28,10,9,8
S10722_1,E10722,2025-07-11,8,7,7
S10722_2,E10722,2025-07-13,5,8,7
S10722_3,E10722,2025-07-17,9,7,7
S10723_1,E10723,2025-08-01,9,8,8
S10723_2,E10723,2025-08-04,8,7,6
S10723_3,E10723,2025-08-14,5,8,9
S10724_1,E10724,2025-07-10,8,9,9
S10724_2,E10724,2025-12-24,9,10,8
S10725_1,E10725,2025-07-28,3,7,9
S10725_2,E10725,2025-10-23,5,8,6
S10726_1,E10726,2025-07-17,8,6,5
S10726_2,E10726,2025-09-01,6,9,7
S10727_1,E10727,2025-09-23,5,8,7
S10727_2,E10727,2025-11-12,6,7,8
S10727_3,E10727,2025-11-20,7,6,8
S10728_1,E10728,2025-09-10,5,6,3
S10728_2,E10728,2025-09-18,4,6,3
S10729_1,E10729,2025-09-02,9,10,6
S10730_1,E10730,2025-07-02,6,3,3
S10730_2,E10730,2025-11-13,5,4,3
S10731_1,E10731,2025-08-07,5,6,8
S10731_2,E10731,2025-11-10,8,5,7
S10732_1,E10732,2025-11-16,6,6,6
S10732_2,E10732,2025-11-23,6,6,6
S10733_1,E10733,2025-07-14,10,7,8
S10733_2,E10733,2025-11-17,8,7,7
S10734_1,E10734,2025-10-31,8,6,5
S10735_1,E10735,2025-09-04,9,8,7
S10735_2,E10735,2025-09-12,9,6,6
S10736_1,E10736,2025-08-13,9,7,10
S10736_2,E10736,2025-11-05,7,9,9
S10737_1,E10737,2025-07-01,9,10,8
S10737_2,E10737,2025-10-26,9,7,9
S10738_1,E10738,2025-10-29,7,6,7
S10739_1,E10739,2025-07-09,7,6,6
S10739_2,E10739,2025-08-07,7,7,9
S10740_1,E10740,2025-09-25,6,4,4
S10741_1,E10741,2025-08-27,7,6,6
S10741_2,E10741,2025-11-04,6,6,8
S10742_1,E10742,2025-08-10,6,5,8
S10742_2,E10742,2025-10-15,6,8,8
S10743_1,E10743,2025-07-24,6,7,5
S10743_2,E10743,2025-08-10,7,7,4
S10743_3,E10743,2025-10-24,5,8,6
S10744_1,E10744,2025-07-06,7,10,7
S10744_2,E10744,2025-09-02,7,7,7
S10744_3,E10744,2025-11-13,6,9,8
S10745_1,E10745,2025-07-13,8,8,7
S10745_2,E10745,2025-08-19,7,8,5
S10746_1,E10746,2025-07-12,9,8,9
S10746_2,E10746,2025-08-04,8,10,10
S10747_1,E10747,2025-08-09,3,6,5
S10747_2,E10747,2025-11-21,8,5,7
S10748_1,E10748,2025-07-26,7,10,7
S10748_2,E10748,2025-08-27,7,10,5
S10748_3,E10748,2025-10-17,7,7,8
S10749_1,E10749,2025-09-27,7,6,6
S10749_2,E10749,2025-11-18,7,6,6
S10749_3,E10749,2025-12-13,5,5,7
S10750_1,E10750,2025-07-01,9,10,7
S10750_2,E10750,2025-07-07,10,10,8
S10750_3,E10750,2025-08-28,8,6,8
S10751_1,E10751,2025-09-24,8,10,8
S10752_1,E10752,2025-11-26,8,9,6
S10752_2,E10752,2025-11-30,9,10,6
S10752_3,E10752,2025-12-27,7,10,9
S10753_1,E10753,2025-12-01,8,10,8
S10754_1,E10754,2025-08-03,4,7,5
S10755_1,E10755,2025-11-13,7,8,5
S10755_2,E10755,2025-12-09,6,6,4
S10756_1,E10756,2025-09-22,8,7,5
S10757_1,E10757,2025-07-11,7,8,8
S10757_2,E10757,2025-10-07,9,7,8
S10757_3,E10757,2025-11-19,8,8,7
S10758_1,E10758,2025-07-03,5,4,6
S10759_1,E10759,2025-10-03,7,8,8
S10759_2,E10759,2025-11-16,5,9,6
S10760_1,E10760,2025-08-07,6,5,7
S10760_2,E10760,2025-08-30,8,8,9
S10760_3,E10760,2025-11-10,7,7,8
S10761_1,E10761,2025-09-28,6,8,6
S10761_2,E10761,2025-12-12,7,6,7
S10762_1,E10762,2025-08-22,9,8,8
S10762_2,E10762,2025-10-17,10,10,9
S10763_1,E10763,2025-11-17,10,10,8
S10764_1,E10764,2025-11-28,8,9,9
S10765_1,E10765,2025-09-29,6,6,6
S10765_2,E10765,2025-11-25,4,6,5
S10765_3,E10765,2025-12-18,8,7,6
S10766_1,E10766,2025-12-18,9,10,8
S10767_1,E10767,2025-12-25,5,9,4
S10768_1,E10768,2025-07-28,9,8,5
S10768_2,E10768,2025-10-24,9,6,6
S10769_1,E10769,2025-07-26,8,9,7
S10769_2,E10769,2025-12-28,8,5,5
S10770_1,E10770,2025-12-05,8,4,7
S10770_2,E10770,2025-12-25,7,8,7
S10771_1,E10771,2025-09-23,6,4,4
S10771_2,E10771,2025-10-01,5,4,6
S10771_3,E10771,2025-11-11,4,7,4
S10772_1,E10772,2025-10-18,7,10,9
S10773_1,E10773,2025-09-14,4,6,8
S10773_2,E10773,2025-10-06,8,6,8
S10773_3,E10773,2025-10-13,6,7,5
S10774_1,E10774,2025-10-24,8,6,9
S10774_2,E10774,2025-12-30,7,9,8
S10775_1,E10775,2025-07-22,6,7,5
S10776_1,E10776,2025-10-02,7,8,9
S10777_1,E10777,2025-08-21,8,8,6
S10777_2,E10777,2025-09-06,6,6,7
S10778_1,E10778,2025-07-09,8,8,9
S10778_2,E10778,2025-10-28,6,8,6
S10778_3,E10778,2025-10-31,8,7,6
S10779_1,E10779,2025-12-11,4,7,6
S10780_1,E10780,2025-07-11,3,5,4
S10780_2,E10780,2025-10-28,4,6,4
S10781_1,E10781,2025-11-13,7,3,6
S10782_1,E10782,2025-09-05,7,10,8
S10782_2,E10782,2025-09-09,10,9,10
S10782_3,E10782,2025-12-27,5,7,8
S10783_1,E10783,2025-07-23,2,3,4
S10783_2,E10783,2025-10-09,2,4,2
S10784_1,E10784,2025-12-01,8,6,8
S10785_1,E10785,2025-09-25,6,6,5
S10785_2,E10785,2025-12-31,8,6,5
S10786_1,E10786,2025-10-18,9,8,8
S10786_2,E10786,2025-11-09,8,8,6
S10787_1,E10787,2025-07-28,8,8,10
S10787_2,E10787,2025-12-07,10,7,8
S10787_3,E10787,2025-12-20,8,7,9
S10788_1,E10788,2025-07-01,3,6,5
S10789_1,E10789,2025-07-24,10,8,10
S10790_1,E10790,2025-11-12,7,5,7
S10790_2,E10790,2025-11-13,8,5,5
S10790_3,E10790,2025-12-07,5,5,5
S10791_1,E10791,2025-07-11,6,8,7
S10791_2,E10791,2025-09-02,6,6,7
S10791_3,E10791,2025-11-26,6,6,6
S10792_1,E10792,2025-08-18,8,9,6
S10792_2,E10792,2025-11-07,7,7,6
S10793_1,E10793,2025-08-30,6,7,8
S10793_2,E10793,2025-09-19,6,6,9
S10794_1,E10794,2025-10-21,8,6,8
S10794_2,E10794,2025-11-18,7,8,10
S10795_1,E10795,2025-11-08,9,5,7
S10795_2,E10795,2025-11-18,9,6,7
S10796_1,E10796,2025-09-21,6,7,7
S10797_1,E10797,2025-09-26,10,9,9
S10798_1,E10798,2025-08-07,8,8,7
S10798_2,E10798,2025-08-21,8,6,9
S10799_1,E10799,2025-12-09,8,7,9
S10799_2,E10799,2025-12-21,10,10,8
S10800_1,E10800,2025-09-12,10,9,9
S10800_2,E10800,2025-09-19,8,10,9
S10801_1,E10801,2025-08-31,10,8,6
S10801_2,E10801,2025-11-11,8,8,8
S10801_3,E10801,2025-11-17,7,7,8
S10802_1,E10802,2025-09-27,5,7,7
S10803_1,E10803,2025-07-18,9,9,8
S10803_2,E10803,2025-11-16,7,9,8
S10804_1,E10804,2025-09-02,6,6,6
S10804_2,E10804,2025-12-25,9,3,8
S10805_1,E10805,2025-11-29,9,10,6
S10806_1,E10806,2025-07-16,10,9,9
S10807_1,E10807,2025-09-07,6,8,4
S10807_2,E10807,2025-10-20,8,6,7
S10807_3,E10807,2025-11-27,6,8,6
S10808_1,E10808,2025-08-04,7,8,6
S10808_2,E10808,2025-12-12,10,8,6
S10809_1,E10809,2025-11-06,6,7,6
S10809_2,E10809,2025-11-12,7,7,7
S10809_3,E10809,2025-12-15,5,8,7
S10810_1,E10810,2025-09-30,7,7,8
S10810_2,E10810,2025-12-09,8,7,5
S10811_1,E10811,2025-11-09,6,7,9
S10812_1,E10812,2025-08-25,8,9,9
S10812_2,E10812,2025-12-27,10,7,7
S10813_1,E10813,2025-07-08,6,8,10
S10814_1,E10814,2025-07-30,10,8,9
S10814_2,E10814,2025-12-15,7,8,7
S10815_1,E10815,2025-12-14,6,8,6
S10815_2,E10815,2025-12-23,8,9,4
S10816_1,E10816,2025-07-25,7,7,6
S10816_2,E10816,2025-09-28,4,8,8
S10817_1,E10817,2025-07-06,6,3,6
S10817_2,E10817,2025-10-07,8,7,4
S10818_1,E10818,2025-08-08,9,9,9
S10818_2,E10818,2025-12-20,7,10,7
S10818_3,E10818,2025-12-25,7,8,8
S10819_1,E10819,2025-09-06,7,5,7
S10819_2,E10819,2025-11-01,8,6,5
S10820_1,E10820,2025-10-27,7,9,8
S10820_2,E10820,2025-11-22,7,8,8
S10821_1,E10821,2025-09-14,6,5,6
S10822_1,E10822,2025-07-13,7,5,5
S10822_2,E10822,2025-08-22,6,7,5
S10822_3,E10822,2025-12-15,6,6,5
S10823_1,E10823,2025-07-01,6,8,8
S10823_2,E10823,2025-08-04,7,7,8
S10823_3,E10823,2025-09-13,7,5,8
S10824_1,E10824,2025-08-15,8,10,5
S10824_2,E10824,2025-09-30,8,8,6
S10824_3,E10824,2025-11-23,7,10,6
S10825_1,E10825,2025-07-20,9,10,9
S10826_1,E10826,2025-08-24,4,6,6
S10826_2,E10826,2025-10-02,7,5,5
S10826_3,E10826,2025-12-30,6,3,7
S10827_1,E10827,2025-10-17,10,8,10
S10828_1,E10828,2025-07-05,6,5,6
S10828_2,E10828,2025-10-15,6,9,8
S10829_1,E10829,2025-10-28,7,7,9
